INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.957188814089209,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.0716772239080851,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.0634175052238417,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.152620016454113,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.139463474675797,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.140724673980966,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.49800137774178,2015,0,0
Canada,electricity,hydro,hydro,2015,1.31813004216639,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0887093622704782,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.236920794023145,2015,0,0
China,electricity,hydro,hydro,2015,2.6711359940007,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.160227224478767,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.15758069206089,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0494291387247292,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.322585668311636,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.586756279170103,2015,0,0
India,electricity,hydro,hydro,2015,0.452122054439055,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0657582035639758,2015,0,0
Japan,electricity,hydro,hydro,2015,0.295516907532807,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.131650913707725,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.0857373345344561,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.117233605814018,2015,0,0
Russia,electricity,hydro,hydro,2015,0.642351638995126,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.00786357316037736,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.278691261672504,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.455095944093421,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0772420377104533,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.015122215804748,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.267396749981312,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.123536419040946,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.154825051779631,2015,0,0
USA,electricity,hydro,hydro,2020,0.970386580830798,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0895601428902467,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0665232888086902,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.161438947940647,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.165019800373867,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.147736664935449,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.54434014558977,2020,0,0
Canada,electricity,hydro,hydro,2020,1.37129250064781,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0919792250924835,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.256208342194451,2020,0,0
China,electricity,hydro,hydro,2020,2.74198181238438,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.16071342070501,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.15575937301945,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0511655670065293,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.310272693721812,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.575032186173712,2020,0,0
India,electricity,hydro,hydro,2020,0.493540653600504,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0679556270100127,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295050094070606,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.129827872470176,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.107310177372749,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.119808406737488,2020,0,0
Russia,electricity,hydro,hydro,2020,0.685720326728884,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.00803378501062792,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.278217987634083,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.495656734789653,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.083513609759604,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0169865805372258,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.28105457996337,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.126175288627152,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.164125452642245,2020,0,0
USA,electricity,hydro,hydro,2025,0.984059487839994,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.107564119402834,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0696352631599107,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.170265353846124,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.190518026189791,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.154920961823233,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.58869305557496,2025,0,0
Canada,electricity,hydro,hydro,2025,1.42461818004866,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0953940021837113,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.275377773275144,2025,0,0
China,electricity,hydro,hydro,2025,2.81284316050384,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.161060817596612,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.15366812348472,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.0530007842537426,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.297850078279494,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.56316937283678,2025,0,0
India,electricity,hydro,hydro,2025,0.535914164050957,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.0702406122448093,2025,0,0
Japan,electricity,hydro,hydro,2025,0.29461838478961,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.128232834056516,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.128838750416681,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.122163319178865,2025,0,0
Russia,electricity,hydro,hydro,2025,0.729445766080261,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00820704334894081,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.278315388761102,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.536317704167185,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0897286575601416,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0188245368214255,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.295170020177612,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.128816278801219,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.173326988197521,2025,0,0
USA,electricity,hydro,hydro,2030,0.998352671951173,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.125694530211744,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0727523350550119,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.179115273330741,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.216068109727789,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.162243171194827,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.6293529364634,2030,0,0
Canada,electricity,hydro,hydro,2030,1.47802011506697,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.0989020031912492,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.294495779240958,2030,0,0
China,electricity,hydro,hydro,2030,2.88344550111867,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.161289945869646,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.15135455655974,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0549239626643241,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.285426184790044,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.55122295321329,2030,0,0
India,electricity,hydro,hydro,2030,0.57903848841653,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0725479473874937,2030,0,0
Japan,electricity,hydro,hydro,2030,0.29423421743214,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.126842347694299,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.150397155021591,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.124290859609812,2030,0,0
Russia,electricity,hydro,hydro,2030,0.773496811319041,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.0083857025770247,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.278792333119945,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.57669855585188,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0958033380424629,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.0206156221163957,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.309833441512313,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.131416351291704,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.182387876003224,2030,0,0
USA,electricity,hydro,hydro,2035,1.01344141682832,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.143947671283705,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0758750600568475,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.187994806719743,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.241771345921355,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.169649007970869,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.66576030553179,2035,0,0
Canada,electricity,hydro,hydro,2035,1.53148144325659,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.102425404239037,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.313594260535587,2035,0,0
China,electricity,hydro,hydro,2035,2.95297256968833,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.161434639984707,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.14895289545583,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0569143524510247,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.273100405627737,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.539169009401651,2035,0,0
India,electricity,hydro,hydro,2035,0.622729106154755,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.0747399621588609,2035,0,0
Japan,electricity,hydro,hydro,2035,0.293832440175421,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.125607139068689,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.172103195608682,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.126240919463822,2035,0,0
Russia,electricity,hydro,hydro,2035,0.817797830135787,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00857416122320112,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.279319243339765,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.616664299937421,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.101656435887973,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.0223434943792005,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.324981443810386,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.133948182395892,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.191327128396083,2035,0,0
USA,electricity,hydro,hydro,2040,1.02352316730058,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.179974960601106,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.0819750894475381,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.205326356088248,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.293152527458575,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.178605434561444,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.71771177718006,2040,0,0
Canada,electricity,hydro,hydro,2040,1.56892529444235,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.108649740450592,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.334808317686472,2040,0,0
China,electricity,hydro,hydro,2040,3.07875863758845,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.167511877294667,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.16379520362988,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0589771045177363,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.288344880210907,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.54739885647212,2040,0,0
India,electricity,hydro,hydro,2040,0.696125415406393,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0783831528203764,2040,0,0
Japan,electricity,hydro,hydro,2040,0.297561263026128,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.124484321883674,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.204133637676734,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.134320079322091,2040,0,0
Russia,electricity,hydro,hydro,2040,0.866559023141275,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00895775671614304,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.282426896463853,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.682281875730784,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.116177962180599,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0252391869346174,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.361297294489358,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.138628929525145,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.205524636011545,2040,0,0
USA,electricity,hydro,hydro,2045,1.03424554554097,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.216284402257397,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.0880844661419001,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.222706660686399,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.344891219560348,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.187536901963036,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.76449575629332,2045,0,0
Canada,electricity,hydro,hydro,2045,1.60620188790308,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.114722161078297,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.35597505810417,2045,0,0
China,electricity,hydro,hydro,2045,3.20259756612068,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.173519876779554,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.17838304800883,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.0610278980667046,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.303646896246903,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.555565407204776,2045,0,0
India,electricity,hydro,hydro,2045,0.77038320065501,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0820341364039058,2045,0,0
Japan,electricity,hydro,hydro,2045,0.301184304152582,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.123502786975675,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.236072818294117,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.142292229386175,2045,0,0
Russia,electricity,hydro,hydro,2045,0.915230646637179,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.00934421525355587,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.285683322037874,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.746988011155773,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.13040024906826,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0280250240026122,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.398296252992934,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.143230655874023,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.21923369475804,2045,0,0
USA,electricity,hydro,hydro,2050,1.04539145934366,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.252518440770327,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0941876949654016,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.240106702356025,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.397056363386127,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.196398498767791,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.80353553624738,2050,0,0
Canada,electricity,hydro,hydro,2050,1.64303236028985,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.120430456176439,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.377119848807872,2050,0,0
China,electricity,hydro,hydro,2050,3.32231036883721,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.179413761431178,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.19193076644514,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0629680581925466,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.319281154313399,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.563599099591944,2050,0,0
India,electricity,hydro,hydro,2050,0.844217710964704,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.0857319035352653,2050,0,0
Japan,electricity,hydro,hydro,2050,0.304677710663157,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.122827404286931,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.268034484502727,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.150070519773811,2050,0,0
Russia,electricity,hydro,hydro,2050,0.963332598386577,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00973419628321461,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.289022423951001,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.809132533539235,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.144015146341313,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0307220974399925,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.435757816795321,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.147767631196501,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.231930236525502,2050,0,0
USA,electricity,hydro,hydro,2055,1.05621127293664,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.288831854486966,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.100304216555324,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.257583287758209,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.449473763351362,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.205257222409281,2055,0,0
