INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.960872514807658,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.0719237265677401,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.0634751305916391,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.15269892841026,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.139583674471743,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.140067977994662,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.46539385397776,2015,0,0
Canada,electricity,hydro,hydro,2015,1.31967865360933,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0898931165188543,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.237689517754856,2015,0,0
China,electricity,hydro,hydro,2015,2.66867713427216,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.160730102353782,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.15745158221701,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0499909472249194,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.322026257171138,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.588596669890255,2015,0,0
India,electricity,hydro,hydro,2015,0.445926957957894,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0641943086059826,2015,0,0
Japan,electricity,hydro,hydro,2015,0.295914994551382,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.134335918996113,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.0855808091939661,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.116697782953896,2015,0,0
Russia,electricity,hydro,hydro,2015,0.643247487753871,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.00776634742989475,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.282846304056574,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.442817648542648,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0760691808612716,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.0152437733294462,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.265762264400015,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.123474377834921,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.153499516726268,2015,0,0
USA,electricity,hydro,hydro,2020,0.977352405253435,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0903936762009181,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0666451678438512,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.161609039574868,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.165303216165302,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.14647756398925,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.48129763481625,2020,0,0
Canada,electricity,hydro,hydro,2020,1.37406601509518,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0941565640738883,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.257974246411866,2020,0,0
China,electricity,hydro,hydro,2020,2.74064937873128,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.161723136680811,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.15528043532538,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0522661592210984,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.309567492609138,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.578431089709988,2020,0,0
India,electricity,hydro,hydro,2020,0.480327358750989,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0650697334021245,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295823003671013,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.134903221064487,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.10683710580745,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.11878160555642,2020,0,0
Russia,electricity,hydro,hydro,2020,0.687356811165247,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.00781120282587844,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.286106217289903,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.470427584442214,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.0812515925671876,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0173107628931873,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.27766993440845,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.126048276668125,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.161196617907249,2020,0,0
USA,electricity,hydro,hydro,2025,0.99331555321179,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.109328309169545,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0698219636894716,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.170526356871356,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.190877535352227,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.153265936277871,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.49964720771329,2025,0,0
Canada,electricity,hydro,hydro,2025,1.42850805767983,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0984647993919789,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.278252155286074,2025,0,0
China,electricity,hydro,hydro,2025,2.81552472929558,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.16257312157002,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.15225609117442,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.0545964222643509,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.29714127452909,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.567738218400787,2025,0,0
India,electricity,hydro,hydro,2025,0.515346243523016,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.0665237794889267,2025,0,0
Japan,electricity,hydro,hydro,2025,0.295696537343978,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.135437149811487,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.127649847213566,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.12093293007264,2025,0,0
Russia,electricity,hydro,hydro,2025,0.731534925642941,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00784526597813087,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.290661464278135,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.498572127387691,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0866009902999049,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0194598117425978,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.28990249829439,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.128668523246405,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.168861934727559,2025,0,0
USA,electricity,hydro,hydro,2030,1.00859197970162,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.128781345941361,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0730000845510727,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.179461649031528,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.216266548831551,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.160468970645234,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.51985179447798,2030,0,0
Canada,electricity,hydro,hydro,2030,1.48297585637484,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.102950923592286,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.298466188511251,2030,0,0
China,electricity,hydro,hydro,2030,2.89188979691393,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.163284550969694,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.14818496569226,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0569471795144497,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.284805456871403,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.556500100443675,2030,0,0
India,electricity,hydro,hydro,2030,0.551111557531951,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0684802644685108,2030,0,0
Japan,electricity,hydro,hydro,2030,0.295547948606087,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.13602656727772,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.14786761925479,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.123318344230871,2030,0,0
Russia,electricity,hydro,hydro,2030,0.775700657614802,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.00787965883600494,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.29749713370605,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.527489668927771,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0921260283672355,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.0216815516890453,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.302461829412537,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.131345061394491,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.176826508897983,2030,0,0
USA,electricity,hydro,hydro,2035,1.02323331916481,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.148871413281807,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0761754361889786,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.188420238587591,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.241509810220217,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.167953983756954,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.54175969928735,2035,0,0
Canada,electricity,hydro,hydro,2035,1.53741876828011,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.107590742549147,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.318592057031642,2035,0,0
China,electricity,hydro,hydro,2035,2.96788092663653,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.163879556690002,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.14340833535224,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0592829663055107,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.272636633862175,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.544737356250775,2035,0,0
India,electricity,hydro,hydro,2035,0.587727271341787,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.0706514937715952,2035,0,0
Japan,electricity,hydro,hydro,2035,0.295349765149685,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.136633721541258,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.167525086417329,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.126050232883293,2035,0,0
Russia,electricity,hydro,hydro,2035,0.819794331184991,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00791509976528594,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.306370829969198,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.557020416243063,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.0977992503860757,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.0239379220457401,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.315235553058982,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.134053979498705,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.185055056252815,2035,0,0
USA,electricity,hydro,hydro,2040,1.03161779783758,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.188006255163507,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.0823257003817705,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.205830712668398,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.292009821948502,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.177072959873822,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.58360461490682,2040,0,0
Canada,electricity,hydro,hydro,2040,1.57563888844682,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.115099624322837,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.340794358812316,2040,0,0
China,electricity,hydro,hydro,2040,3.1006988379499,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.170493497361713,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.1554041642459,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0616025208776764,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.288099819172709,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.553086050154941,2040,0,0
India,electricity,hydro,hydro,2040,0.652651843581087,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0743768903163009,2040,0,0
Japan,electricity,hydro,hydro,2040,0.299305508171484,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.137173299689942,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.196620246655628,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.135367565179628,2040,0,0
Russia,electricity,hydro,hydro,2040,0.868101919817205,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00811918468786339,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.31868894604116,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.610395600415683,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.112259472452978,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0275297718233149,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.348278165632018,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.139009972511032,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.198385313488141,2040,0,0
USA,electricity,hydro,hydro,2045,1.03979158993527,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.228587008187235,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.088473888629141,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.223245328761822,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.342239723646171,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.186205155972764,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.62879204634652,2045,0,0
Canada,electricity,hydro,hydro,2045,1.61322363730198,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.122305411919668,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.362833693583203,2045,0,0
China,electricity,hydro,hydro,2045,3.23251261833576,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.17703282179344,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.16665640028736,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.0637804277200279,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.303820895402549,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.5609531206966,2045,0,0
India,electricity,hydro,hydro,2045,0.71903838793065,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0782120850369848,2045,0,0
Japan,electricity,hydro,hydro,2045,0.303208783151298,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.137534882976791,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.225221023634111,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.145085754481261,2045,0,0
Russia,electricity,hydro,hydro,2045,0.91609681292785,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.0083196039377962,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.329593088273253,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.664764321388998,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.127321356979916,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0310860367011233,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.381761136114179,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.143988407210599,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.211057441367506,2045,0,0
USA,electricity,hydro,hydro,2050,1.04754945482747,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.270952489582434,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0946174962169035,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.240654120792775,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.392113227007578,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.195330992273293,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.68086537935165,2050,0,0
Canada,electricity,hydro,hydro,2050,1.64913254210494,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.129191838639697,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.384646566301404,2050,0,0
China,electricity,hydro,hydro,2050,3.36202037215912,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.183328005660706,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.17584988453528,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0656186941268206,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.320037337416106,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.568145487079496,2050,0,0
India,electricity,hydro,hydro,2050,0.78714394391695,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.0821529084677114,2050,0,0
Japan,electricity,hydro,hydro,2050,0.307020607475478,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.137705977128702,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.253640735918919,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.155244102794763,2050,0,0
Russia,electricity,hydro,hydro,2050,0.963174385173575,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00852665361542932,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.337076758982793,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.722269039644845,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.14306559318274,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0346022943136581,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.41606299508704,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.149011111072587,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.222968346538519,2050,0,0
USA,electricity,hydro,hydro,2055,1.05502347011114,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.314703733178639,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.100775564482116,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.258135423541202,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.441776193918306,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.20454508406361,2055,0,0
