INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.958440059264452,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.072876272089861,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.0634286962664875,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.152937707852192,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.13997108897476,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.140125094423099,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.48931482395722,2015,0,0
Canada,electricity,hydro,hydro,2015,1.31918857776316,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0888561074549628,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.23707047956444,2015,0,0
China,electricity,hydro,hydro,2015,2.66826769647176,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.161130141635792,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.16271333504828,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0497470015441563,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.323683377693945,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.589117497328563,2015,0,0
India,electricity,hydro,hydro,2015,0.452104521118805,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0645904795722503,2015,0,0
Japan,electricity,hydro,hydro,2015,0.295748406870326,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.131613897087068,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.0854575738688223,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.116801614405063,2015,0,0
Russia,electricity,hydro,hydro,2015,0.642846224328204,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.00788111636455181,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.281253600578165,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.447316867840013,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0768974109383917,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.0150828215155014,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.263143090919976,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.123868690910542,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.151121030094066,2015,0,0
USA,electricity,hydro,hydro,2020,0.97360933555167,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0924372766579643,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0665493458425876,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.162138853483101,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.166285107708198,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.146479105494623,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.52798812566517,2020,0,0
Canada,electricity,hydro,hydro,2020,1.3733182351674,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0924228374467355,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.256735236375955,2020,0,0
China,electricity,hydro,hydro,2020,2.73517955639453,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.162547685789671,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.16501203538343,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0517887591381051,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.312849672602429,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.578941470313417,2020,0,0
India,electricity,hydro,hydro,2020,0.491617355723681,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0657741705212475,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295482434804628,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.130033949342606,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.107071924492102,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.119520339282802,2020,0,0
Russia,electricity,hydro,hydro,2020,0.686634857422624,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.00806090466899748,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.282968950641378,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.480097390866456,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.0824732263292317,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0168749137246169,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.27176157965489,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.126906774444662,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.156643715659567,2020,0,0
USA,electricity,hydro,hydro,2025,0.990364579416365,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.112422717599416,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0696898195081667,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.171383263637624,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.192784988682643,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.152944842256148,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.56786638814481,2025,0,0
Canada,electricity,hydro,hydro,2025,1.42783733432685,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0962547064931591,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.276494478954169,2025,0,0
China,electricity,hydro,hydro,2025,2.80038703269647,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.163850524813362,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.16650197064736,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.0539281121779542,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.302128379938593,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.567686137707254,2025,0,0
India,electricity,hydro,hydro,2025,0.529726700596064,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.0672649161898259,2025,0,0
Japan,electricity,hydro,hydro,2025,0.295194510930444,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.128964270317009,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.129138126850667,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.122749665673136,2025,0,0
Russia,electricity,hydro,hydro,2025,0.730602728181777,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00821554104185877,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.284489340978541,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.514041493262783,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0876398005821369,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0186319782416064,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.280137703839515,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.130080305948676,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.162184423305526,2025,0,0
USA,electricity,hydro,hydro,2030,1.00910423108303,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.132706803422462,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0728565955541251,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.180665041745673,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.219563269755056,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.15953925462343,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.6082755535719,2030,0,0
Canada,electricity,hydro,hydro,2030,1.48272785708015,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.100185307405967,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.296393757909301,2030,0,0
China,electricity,hydro,hydro,2030,2.86426920526154,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.165048659126298,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.16772589081724,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0561611414687493,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.291412272726649,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.555388406422681,2030,0,0
India,electricity,hydro,hydro,2030,0.566304835712242,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0691186268218723,2030,0,0
Japan,electricity,hydro,hydro,2030,0.294898148310492,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.128341449103179,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.151859140003261,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.126466101092041,2030,0,0
Russia,electricity,hydro,hydro,2030,0.77464327868927,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.00832935570642306,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.285706144446439,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.549317486657814,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0924781858707945,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.0203655874670001,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.288305312884524,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.133421385885282,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.167655758083995,2030,0,0
USA,electricity,hydro,hydro,2035,1.02962697027736,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.153238529342108,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0760465658141074,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.189977418759551,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.246653198987326,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.166311531224075,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.64901715605373,2035,0,0
Canada,electricity,hydro,hydro,2035,1.53781207275465,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.103973873616248,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.316431212004005,2035,0,0
China,electricity,hydro,hydro,2035,2.92641650493976,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.166154178099533,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.16893515110196,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0584535823943269,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.28057418573284,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.542140042984214,2035,0,0
India,electricity,hydro,hydro,2035,0.60155561104519,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.0713432449524195,2035,0,0
Japan,electricity,hydro,hydro,2035,0.294546254621928,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.12806767585248,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.175349053821455,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.130590845877653,2035,0,0
Russia,electricity,hydro,hydro,2035,0.818672994480174,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00840481224384542,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.286498017322721,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.58581245966342,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.0970794572967053,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.022082843899436,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.296268612265921,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.136936807881635,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.172921130834919,2035,0,0
USA,electricity,hydro,hydro,2040,1.04527355727506,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.192820437927148,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.0822331602763108,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.207837626455843,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.300110983988084,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.174800606083486,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.70987699320928,2040,0,0
Canada,electricity,hydro,hydro,2040,1.57669465201507,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.110414318965543,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.338751809291247,2040,0,0
China,electricity,hydro,hydro,2040,3.04289725266616,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.173392257381635,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.18783095171698,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0608056381694054,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.29798732845344,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.548549455028378,2040,0,0
India,electricity,hydro,hydro,2040,0.663169958329916,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0753992997758317,2040,0,0
Japan,electricity,hydro,hydro,2040,0.298263494873673,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.128136019392145,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.210159900096066,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.141500127292283,2040,0,0
Russia,electricity,hydro,hydro,2040,0.866981334769291,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00864142200389618,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.289418704069869,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.648191642314269,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.109907285765686,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0250118977166879,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.322660431815737,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.142871497874175,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.182817105301041,2040,0,0
USA,electricity,hydro,hydro,2045,1.0611893587526,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.232893070670879,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.0884613783620114,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.225741159176588,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.354227556450017,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.183499447213915,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.77126552152062,2045,0,0
Canada,electricity,hydro,hydro,2045,1.61488933013622,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.117053695260334,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.361192083894182,2045,0,0
China,electricity,hydro,hydro,2045,3.1569570694112,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.180623445039579,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.20633984938694,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.063127648756424,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.315571202035602,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.554124987348999,2045,0,0
India,electricity,hydro,hydro,2045,0.722446480073123,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0798434777819443,2045,0,0
Japan,electricity,hydro,hydro,2045,0.301818752692761,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.128817759965442,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.24612244335505,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.152860223364774,2045,0,0
Russia,electricity,hydro,hydro,2045,0.915052030917649,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.00885248233830656,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.292666528458323,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.712185083014143,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.122411158094059,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0279148950705745,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.348770886893319,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.148997262134149,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.192469001711514,2045,0,0
USA,electricity,hydro,hydro,2050,1.07792410838833,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.273242198018281,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0947529993192371,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.243598229658396,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.409474903713373,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.192095816898934,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.82900805665317,2050,0,0
Canada,electricity,hydro,hydro,2050,1.65165548717,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.124402072566845,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.383711019377855,2050,0,0
China,electricity,hydro,hydro,2050,3.270050021396,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.187770025682018,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.22303111005198,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0652883578232424,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.33339911109896,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.558712052732143,2050,0,0
India,electricity,hydro,hydro,2050,0.778442007692339,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.0844447242438133,2050,0,0
Japan,electricity,hydro,hydro,2050,0.305250962207091,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.130371027650118,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.284005211388992,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.165028342308944,2050,0,0
Russia,electricity,hydro,hydro,2050,0.962225500384071,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00900527033940764,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.298206539663318,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.777680996355789,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.134618696858854,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0308218881012827,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.374686420795134,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.155431807419161,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.202022612292155,2050,0,0
USA,electricity,hydro,hydro,2055,1.09467491073503,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.314227556759353,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.101069579304248,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.261540747328004,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.465671069572392,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.200682542535935,2055,0,0
Brazil,electricity,hydro,hydro,2055,1.8842206682531,2055,0,0
