INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.953115837172182,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.0712608199420072,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.0633196323949087,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.152720899615648,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.139342150022131,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.139612939056468,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.48882690337043,2015,0,0
Canada,electricity,hydro,hydro,2015,1.32037663690746,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0884805139745563,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.237824023038722,2015,0,0
China,electricity,hydro,hydro,2015,2.67430235341501,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.159983591628462,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.1521477838807,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0490826569359121,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.324438853466071,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.586812922149303,2015,0,0
India,electricity,hydro,hydro,2015,0.453791989445026,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0645454140711085,2015,0,0
Japan,electricity,hydro,hydro,2015,0.296031397257012,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.132574838015708,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.086173855059357,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.11751405567652,2015,0,0
Russia,electricity,hydro,hydro,2015,0.641806593936505,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.0077964651881915,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.277520143983854,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.449175049983603,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0762418396079426,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.0150684991258488,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.263309620944956,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.122739316906466,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.15185628242774,2015,0,0
USA,electricity,hydro,hydro,2020,0.962230494564245,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0886785517355927,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0663186772740733,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.161554828852213,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.164555627285403,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.145312222974146,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.52532724281348,2020,0,0
Canada,electricity,hydro,hydro,2020,1.3754969750503,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0909328994470309,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.258310406214365,2020,0,0
China,electricity,hydro,hydro,2020,2.75207637455813,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.160261411890028,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.14315627842022,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0505049570982416,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.314041338625967,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.574981302905933,2020,0,0
India,electricity,hydro,hydro,2020,0.4962687740636,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0652104311422187,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295934193416106,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.131100534380674,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.108801594407181,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.120427370487569,2020,0,0
Russia,electricity,hydro,hydro,2020,0.684587960084974,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.00786405921773104,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.2737481594164,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.482803619163773,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.0818583953348207,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0168426217837727,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.272118249393885,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.124339881129019,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.157593976332266,2020,0,0
USA,electricity,hydro,hydro,2025,0.971316174002444,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.1061226526904,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0693159633797673,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.170311407609863,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.189399336715533,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.150888622619257,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.56095308960206,2025,0,0
Canada,electricity,hydro,hydro,2025,1.43065596055908,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0927834713266499,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.278975413756582,2025,0,0
China,electricity,hydro,hydro,2025,2.83502507924092,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.160422910353049,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.13226518798601,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.0520702507423917,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.303555473154406,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.562800244393484,2025,0,0
India,electricity,hydro,hydro,2025,0.539245016314662,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.065625706648463,2025,0,0
Japan,electricity,hydro,hydro,2025,0.295655186082619,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.129157539472417,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.13240709659852,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.123310760548359,2025,0,0
Russia,electricity,hydro,hydro,2025,0.727610288813613,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00789451871474881,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.267940768229763,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.515809048482296,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0879600810682649,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0185970235435826,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.280519555232785,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.125747268172226,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.162537945616852,2025,0,0
USA,electricity,hydro,hydro,2030,0.980066701263106,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.123508993805905,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0723143836251148,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.179024721455171,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.213868058306217,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.156318461578051,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.59554339768328,2030,0,0
Canada,electricity,hydro,hydro,2030,1.48583557644177,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.0939733992360876,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.299914901528316,2030,0,0
China,electricity,hydro,hydro,2030,2.92357121253013,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.160454034789891,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.1197854644058,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0537637082744245,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.29307362517216,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.550337715440412,2030,0,0
India,electricity,hydro,hydro,2030,0.582734814503756,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0658638266729742,2030,0,0
Japan,electricity,hydro,hydro,2030,0.295221439654302,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.126755571680556,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.15744836830135,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.126234438164291,2030,0,0
Russia,electricity,hydro,hydro,2030,0.7708057335457,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.00789633437875954,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.260167317603316,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.548137506338741,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0945862528805057,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.0203383490734047,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.28862974057558,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.126961234612138,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.166629797876267,2030,0,0
USA,electricity,hydro,hydro,2035,0.988343893989438,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.14083526792398,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0753128899167656,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.187712135962489,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.237965042006788,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.161671558639527,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.62910403431076,2035,0,0
Canada,electricity,hydro,hydro,2035,1.54095579435722,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.0945256621657877,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.321231121353286,2035,0,0
China,electricity,hydro,hydro,2035,3.01632411713672,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.160378101888879,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.10630814148396,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0555529976097741,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.282706860802759,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.537626907727331,2035,0,0
India,electricity,hydro,hydro,2035,0.626663591991587,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.0660716692313874,2035,0,0
Japan,electricity,hydro,hydro,2035,0.294667436159317,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.124005891110221,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.184127528960487,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.129215465899894,2035,0,0
Russia,electricity,hydro,hydro,2035,0.814087174460269,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00788003395084043,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.250724520094238,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.579780619846452,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.101738552831932,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.0220542830980582,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.296593118323435,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.127995971424373,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.169877175414255,2035,0,0
USA,electricity,hydro,hydro,2040,0.990853160227492,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.175338395537255,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.0812543039379056,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.204773811386516,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.286598860894562,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.168483398804302,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.68139411663323,2040,0,0
Canada,electricity,hydro,hydro,2040,1.57966628918453,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.0968906319692023,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.345168039663073,2040,0,0
China,electricity,hydro,hydro,2040,3.17073170245015,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.16617420397367,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.10890033962201,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0574405382128647,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.301163199188268,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.545018168824558,2040,0,0
India,electricity,hydro,hydro,2040,0.700219626438956,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0676218595340203,2040,0,0
Japan,electricity,hydro,hydro,2040,0.298231555284487,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.121073095640352,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.223696994894009,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.138625292285067,2040,0,0
Russia,electricity,hydro,hydro,2040,0.861657604748191,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00802493828163397,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.242041037865538,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.635253113989274,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.118359537627858,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0249596083526113,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.323184806466884,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.130947146499105,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.177013463488713,2040,0,0
USA,electricity,hydro,hydro,2045,0.994238224516047,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.210325694674478,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.0872115203544104,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.221783653885621,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.334580400857179,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.175259052690585,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.73283324695077,2045,0,0
Canada,electricity,hydro,hydro,2045,1.61721113587276,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.09820369197867,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.3695847476648,2045,0,0
China,electricity,hydro,hydro,2045,3.32667250801023,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.171854357070305,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.11156894603056,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.0593657724560486,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.320230088187337,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.552269248131753,2045,0,0
India,electricity,hydro,hydro,2045,0.774871953458905,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0688346092510066,2045,0,0
Japan,electricity,hydro,hydro,2045,0.301669181279053,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.118020965378024,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.265970038912003,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.148087857956209,2045,0,0
Russia,electricity,hydro,hydro,2045,0.909121217911442,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.00815801325553314,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.231617677679719,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.689857444689512,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.135655094643499,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0278434298479002,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.349399706032033,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.133650986046533,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.182974848845019,2045,0,0
USA,electricity,hydro,hydro,2050,0.999993679574781,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.24663679850346,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0932123064481581,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.238724951687575,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.382038186835818,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.181741669265702,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.78200699644514,2050,0,0
Canada,electricity,hydro,hydro,2050,1.65221490702278,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.0982413270285924,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.394471571363574,2050,0,0
China,electricity,hydro,hydro,2050,3.48068601255751,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.177359483633751,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.11557527715466,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0612891351452968,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.339776680847221,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.559316489390952,2050,0,0
India,electricity,hydro,hydro,2050,0.85061750482616,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.0693470223865087,2050,0,0
Japan,electricity,hydro,hydro,2050,0.304856689645191,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.114837799043983,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.311892109217793,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.157707923882058,2050,0,0
Russia,electricity,hydro,hydro,2050,0.95616137188255,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00827781661281159,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.219265924104784,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.743126680776438,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.153328398730438,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0308018249722258,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.375000444205856,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.136199384363919,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.187477331051635,2050,0,0
USA,electricity,hydro,hydro,2055,1.00594504334867,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.283463681649189,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.0992242318009145,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.255692393072257,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.428969951182131,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.188135277785404,2055,0,0
