INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.959047530391937,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.0717787865383581,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.0634280167361262,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.152734023519708,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.139676545207982,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.139679935065327,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.4716966736806,2015,0,0
Canada,electricity,hydro,hydro,2015,1.31915016473523,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0894746724104629,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.237690554803706,2015,0,0
China,electricity,hydro,hydro,2015,2.66368922462743,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.160764442489804,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.1547180050715,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0499904959282626,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.321501960360207,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.588325891456091,2015,0,0
India,electricity,hydro,hydro,2015,0.444738538521362,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0637749736642653,2015,0,0
Japan,electricity,hydro,hydro,2015,0.295765565201289,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.134006666349472,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.0853399815886606,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.117219145212883,2015,0,0
Russia,electricity,hydro,hydro,2015,0.643073939034181,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.0078513702134973,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.27898511407162,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.444153808952416,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0768874868562614,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.0151988506944905,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.266065311164103,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.123293342773809,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.151670730884719,2015,0,0
USA,electricity,hydro,hydro,2020,0.974407307105999,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0902021893466116,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0665450704181935,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.161684267797689,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.165563124078285,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.145574639389215,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.49214091996922,2020,0,0
Canada,electricity,hydro,hydro,2020,1.37322219103684,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0934478915528945,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.257991269979343,2020,0,0
China,electricity,hydro,hydro,2020,2.72894719021938,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.161844569429849,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.14917830276338,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0522322369011276,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.308248430003259,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.578053832814268,2020,0,0
India,electricity,hydro,hydro,2020,0.477045184444282,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0641097094545587,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295488694233958,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.134281428032931,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.106226465004061,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.119562199229622,2020,0,0
Russia,electricity,hydro,hydro,2020,0.687142028330527,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.0079998534469602,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.278669268520655,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.473188836726454,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.0828083953829282,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0171377316915899,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.278285980758431,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.125615473856081,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.157635165732424,2020,0,0
USA,electricity,hydro,hydro,2025,0.989797037076814,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.109159226403274,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0696628946999125,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.170639480972194,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.191382202853866,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.151631881219232,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.51319010968603,2025,0,0
Canada,electricity,hydro,hydro,2025,1.42743915143201,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0974995951797768,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.278311078491161,2025,0,0
China,electricity,hydro,hydro,2025,2.7948602544707,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.162828466950488,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.14235930848234,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.054482952731285,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.294827479815766,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.567375397865648,2025,0,0
India,electricity,hydro,hydro,2025,0.509002905760855,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.064895530184345,2025,0,0
Japan,electricity,hydro,hydro,2025,0.295118253554331,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.134473701485027,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.126514867687819,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.121563803051017,2025,0,0
Russia,electricity,hydro,hydro,2025,0.731435369683229,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00814566803776957,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.279471430183162,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.502306142315331,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0887290756708766,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0190765218363166,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.290662569389463,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.127845250316603,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.163533863583705,2025,0,0
USA,electricity,hydro,hydro,2030,1.00487588523094,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.128504208659828,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0727774520634523,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.179593277277274,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.217087194266508,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.157865108322199,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.53373015574875,2030,0,0
Canada,electricity,hydro,hydro,2030,1.48172802500099,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.101618228425762,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.298631329516002,2030,0,0
China,electricity,hydro,hydro,2030,2.86032419806663,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.163720181004281,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.13437465280787,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0567106314797521,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.281360706381457,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.556281793888831,2030,0,0
India,electricity,hydro,hydro,2030,0.540653306845791,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0660275279443543,2030,0,0
Japan,electricity,hydro,hydro,2030,0.294685935131458,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.134627381375238,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.146181339423471,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.123350257480248,2030,0,0
Russia,electricity,hydro,hydro,2030,0.775888490190768,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.00829192840697444,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.28158663362481,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.531372100620871,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0945529940995296,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.021032419649179,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.303130615548759,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.129927235727074,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.169479521957184,2030,0,0
USA,electricity,hydro,hydro,2035,1.01972305497587,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.14808484359863,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0758881161861947,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.18854600718138,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.242703940865364,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.164264533743216,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.55349198636944,2035,0,0
Canada,electricity,hydro,hydro,2035,1.53607095652344,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.105813421187339,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.319002803681725,2035,0,0
China,electricity,hydro,hydro,2035,2.92497448307871,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.164529013313033,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.12567762619733,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0588893053706381,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.267994313852263,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.544818921305049,2035,0,0
India,electricity,hydro,hydro,2035,0.571970492060975,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.067220816488231,2035,0,0
Japan,electricity,hydro,hydro,2035,0.294192558119081,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.134756559718776,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.165382389351239,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.125006681041699,2035,0,0
Russia,electricity,hydro,hydro,2035,0.820435588379696,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00844170226702417,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.284902679180854,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.560364663494778,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.100201748715178,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.0230056873962405,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.315626522106214,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.131821565995477,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.175568130282136,2035,0,0
USA,electricity,hydro,hydro,2040,1.02865598605106,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.185990643924556,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.0819650655254996,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.205943850272816,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.293763536782557,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.172270347650901,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.59072660028454,2040,0,0
Canada,electricity,hydro,hydro,2040,1.57424361154803,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.112938697726593,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.341633765783736,2040,0,0
China,electricity,hydro,hydro,2040,3.04568968705995,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.171406023720726,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.13358156196733,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0610388067584509,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.281670030033655,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.553653294488518,2040,0,0
India,electricity,hydro,hydro,2040,0.629528801192919,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0697153461709398,2040,0,0
Japan,electricity,hydro,hydro,2040,0.297832268255125,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.134851761187167,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.194034247891097,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.132708114584025,2040,0,0
Russia,electricity,hydro,hydro,2040,0.869338256134649,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00877963215045361,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.291596907650212,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.612716965409577,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.114470943870315,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0262588934567957,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.348329411520677,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.135708467087361,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.186830396204235,2040,0,0
USA,electricity,hydro,hydro,2045,1.03728279270442,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.224329093539096,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.0880520272728763,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.223356425828219,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.344696409228489,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.180440155669658,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.62699017466223,2045,0,0
Canada,electricity,hydro,hydro,2045,1.61186751929961,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.120125100803663,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.364254679145453,2045,0,0
China,electricity,hydro,hydro,2045,3.16458836777256,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.178256091293566,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.14140242992546,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.0630635444783012,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.295432891298875,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.56235258715279,2045,0,0
India,electricity,hydro,hydro,2045,0.687131096400457,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0722549802783527,2045,0,0
Japan,electricity,hydro,hydro,2045,0.301382154593514,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.134821913533088,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.222555703150087,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.140162793449486,2045,0,0
Russia,electricity,hydro,hydro,2045,0.918088384925656,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.00911295355411083,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.298882735502218,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.664282344018038,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.128509859565674,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0294637680028949,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.381510799292479,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.139362068596295,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.19825498303348,2045,0,0
USA,electricity,hydro,hydro,2050,1.04492366980513,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.263192334103276,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0941617303048354,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.240759678192626,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.395736274184478,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.188744217956437,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.66070739235282,2050,0,0
Canada,electricity,hydro,hydro,2050,1.64808560545917,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.127251974957354,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.386696830840102,2050,0,0
China,electricity,hydro,hydro,2050,3.27816547964509,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.184945218885693,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.14953233801355,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0647949142427254,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.30978155777338,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.570920174850677,2050,0,0
India,electricity,hydro,hydro,2050,0.745015273672694,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.075059734764103,2050,0,0
Japan,electricity,hydro,hydro,2050,0.304754507344685,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.13450117424591,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.252003238189447,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.147599957542492,2050,0,0
Russia,electricity,hydro,hydro,2050,0.966202569536253,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00942833974097664,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.306220539558894,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.713918437830262,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.14181665385519,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0325588309137741,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.415447416319129,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.142718382868736,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.209727462474166,2050,0,0
USA,electricity,hydro,hydro,2055,1.05235787554274,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.302636953926556,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.100294893426713,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.258204313841247,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.44682840142718,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.197032709964122,2055,0,0
Brazil,electricity,hydro,hydro,2055,1.69319299683891,2055,0,0
