INPUT_TABLE
Variable ID
StubTechFixOut

region,supplysector,subsector,stub.technology,year,fixedOutput,share.weight.year,subs.share.weight,tech.share.weight
Central America and Caribbean,electricity,hydro,hydro,2005,0.0767999,2005,0,0
Central Asia,electricity,hydro,hydro,2005,0.2114388,2005,0,0
China,electricity,hydro,hydro,2005,1.4296011,2005,0,0
EU-12,electricity,hydro,hydro,2005,0.14841,2005,0,0
EU-15,electricity,hydro,hydro,2005,0.9585504,2005,0,0
Europe_Eastern,electricity,hydro,hydro,2005,0.0448632,2005,0,0
Europe_Non_EU,electricity,hydro,hydro,2005,0.2632608,2005,0,0
European Free Trade Association,electricity,hydro,hydro,2005,0.6263388,2005,0,0
India,electricity,hydro,hydro,2005,0.366228,2005,0,0
Indonesia,electricity,hydro,hydro,2005,0.03861,2005,0,0
Japan,electricity,hydro,hydro,2005,0.275292,2005,0,0
Mexico,electricity,hydro,hydro,2005,0.0995724,2005,0,0
Middle East,electricity,hydro,hydro,2005,0.0992016,2005,0,0
Pakistan,electricity,hydro,hydro,2005,0.1111032,2005,0,0
Russia,electricity,hydro,hydro,2005,0.6216372,2005,0,0
South Africa,electricity,hydro,hydro,2005,0.0047952,2005,0,0
South America_Northern,electricity,hydro,hydro,2005,0.2805613,2005,0,0
South America_Southern,electricity,hydro,hydro,2005,0.4005288,2005,0,0
South Asia,electricity,hydro,hydro,2005,0.0463089,2005,0,0
South Korea,electricity,hydro,hydro,2005,0.0132228,2005,0,0
Southeast Asia,electricity,hydro,hydro,2005,0.1995697,2005,0,0
Taiwan,electricity,hydro,hydro,2005,0.0143496,2005,0,0
Argentina,electricity,hydro,hydro,2005,0.1224144,2005,0,0
Colombia,electricity,hydro,hydro,2005,0.1432908,2005,0,0
USA,electricity,hydro,hydro,2010,0.9453132,2010,0,0
Africa_Eastern,electricity,hydro,hydro,2010,0.0539216,2010,0,0
Africa_Northern,electricity,hydro,hydro,2010,0.0603183,2010,0,0
Africa_Southern,electricity,hydro,hydro,2010,0.1438026,2010,0,0
Africa_Western,electricity,hydro,hydro,2010,0.1137915,2010,0,0
Australia_NZ,electricity,hydro,hydro,2010,0.1338588,2010,0,0
Brazil,electricity,hydro,hydro,2010,1.4518404,2010,0,0
Canada,electricity,hydro,hydro,2010,1.2654288,2010,0,0
Central America and Caribbean,electricity,hydro,hydro,2010,0.0855111,2010,0,0
Central Asia,electricity,hydro,hydro,2010,0.2174724,2010,0,0
China,electricity,hydro,hydro,2010,2.600376,2010,0,0
EU-12,electricity,hydro,hydro,2010,0.159804,2010,0,0
EU-15,electricity,hydro,hydro,2010,1.1715184,2010,0,0
Europe_Eastern,electricity,hydro,hydro,2010,0.0479592,2010,0,0
Europe_Non_EU,electricity,hydro,hydro,2010,0.3351708,2010,0,0
European Free Trade Association,electricity,hydro,hydro,2010,0.5983848,2010,0,0
India,electricity,hydro,hydro,2010,0.4119264,2010,0,0
Indonesia,electricity,hydro,hydro,2010,0.0636336,2010,0,0
Japan,electricity,hydro,hydro,2010,0.2959632,2010,0,0
Mexico,electricity,hydro,hydro,2010,0.1336356,2010,0,0
Middle East,electricity,hydro,hydro,2010,0.064242,2010,0,0
Pakistan,electricity,hydro,hydro,2010,0.1145196,2010,0,0
Russia,electricity,hydro,hydro,2010,0.5993388,2010,0,0
South Africa,electricity,hydro,hydro,2010,0.0076968,2010,0,0
South America_Northern,electricity,hydro,hydro,2010,0.2794181,2010,0,0
South America_Southern,electricity,hydro,hydro,2010,0.4154868,2010,0,0
South Asia,electricity,hydro,hydro,2010,0.0710383,2010,0,0
South Korea,electricity,hydro,hydro,2010,0.0139644,2010,0,0
Southeast Asia,electricity,hydro,hydro,2010,0.2541321,2010,0,0
Taiwan,electricity,hydro,hydro,2010,0.0150984,2010,0,0
Argentina,electricity,hydro,hydro,2010,0.1209132,2010,0,0
Colombia,electricity,hydro,hydro,2010,0.1454436,2010,0,0
USA,electricity,hydro,hydro,2015,0.959306449016632,2015,0,0
Africa_Eastern,electricity,hydro,hydro,2015,0.0711914544914523,2015,0,0
Africa_Northern,electricity,hydro,hydro,2015,0.063347343034996,2015,0,0
Africa_Southern,electricity,hydro,hydro,2015,0.152873849716856,2015,0,0
Africa_Western,electricity,hydro,hydro,2015,0.139851388619893,2015,0,0
Australia_NZ,electricity,hydro,hydro,2015,0.140151600972544,2015,0,0
Brazil,electricity,hydro,hydro,2015,1.49204378071731,2015,0,0
Canada,electricity,hydro,hydro,2015,1.31917842434825,2015,0,0
Central America and Caribbean,electricity,hydro,hydro,2015,0.0885427492261478,2015,0,0
Central Asia,electricity,hydro,hydro,2015,0.237908673100424,2015,0,0
China,electricity,hydro,hydro,2015,2.66989672954697,2015,0,0
EU-12,electricity,hydro,hydro,2015,0.160088016215728,2015,0,0
EU-15,electricity,hydro,hydro,2015,1.15463461958543,2015,0,0
Europe_Eastern,electricity,hydro,hydro,2015,0.0490882622792351,2015,0,0
Europe_Non_EU,electricity,hydro,hydro,2015,0.324040704544162,2015,0,0
European Free Trade Association,electricity,hydro,hydro,2015,0.586385536653991,2015,0,0
India,electricity,hydro,hydro,2015,0.45157305787095,2015,0,0
Indonesia,electricity,hydro,hydro,2015,0.0646807861153033,2015,0,0
Japan,electricity,hydro,hydro,2015,0.296024070835251,2015,0,0
Mexico,electricity,hydro,hydro,2015,0.132956154385502,2015,0,0
Middle East,electricity,hydro,hydro,2015,0.0862674307585643,2015,0,0
Pakistan,electricity,hydro,hydro,2015,0.117787103554949,2015,0,0
Russia,electricity,hydro,hydro,2015,0.642313438934897,2015,0,0
South Africa,electricity,hydro,hydro,2015,0.00787321757464428,2015,0,0
South America_Northern,electricity,hydro,hydro,2015,0.278767991465733,2015,0,0
South America_Southern,electricity,hydro,hydro,2015,0.450419900385438,2015,0,0
South Asia,electricity,hydro,hydro,2015,0.0768366681500599,2015,0,0
South Korea,electricity,hydro,hydro,2015,0.0151286355240468,2015,0,0
Southeast Asia,electricity,hydro,hydro,2015,0.266396613281209,2015,0,0
Taiwan,electricity,hydro,hydro,2015,0.0154475,2015,0,0
Argentina,electricity,hydro,hydro,2015,0.123276625167686,2015,0,0
Colombia,electricity,hydro,hydro,2015,0.152818093573342,2015,0,0
USA,electricity,hydro,hydro,2020,0.975271770810632,2020,0,0
Africa_Eastern,electricity,hydro,hydro,2020,0.0887202917412898,2020,0,0
Africa_Northern,electricity,hydro,hydro,2020,0.0663884561358108,2020,0,0
Africa_Southern,electricity,hydro,hydro,2020,0.161947092979278,2020,0,0
Africa_Western,electricity,hydro,hydro,2020,0.165871998585147,2020,0,0
Australia_NZ,electricity,hydro,hydro,2020,0.146530831524648,2020,0,0
Brazil,electricity,hydro,hydro,2020,1.53153217945414,2020,0,0
Canada,electricity,hydro,hydro,2020,1.37342360881458,2020,0,0
Central America and Caribbean,electricity,hydro,hydro,2020,0.0914734690953502,2020,0,0
Central Asia,electricity,hydro,hydro,2020,0.258484770958361,2020,0,0
China,electricity,hydro,hydro,2020,2.74230896183832,2020,0,0
EU-12,electricity,hydro,hydro,2020,0.160547834499938,2020,0,0
EU-15,electricity,hydro,hydro,2020,1.14905248093374,2020,0,0
Europe_Eastern,electricity,hydro,hydro,2020,0.0505254709916086,2020,0,0
Europe_Non_EU,electricity,hydro,hydro,2020,0.313429292731405,2020,0,0
European Free Trade Association,electricity,hydro,hydro,2020,0.574081082644859,2020,0,0
India,electricity,hydro,hydro,2020,0.491204725678273,2020,0,0
Indonesia,electricity,hydro,hydro,2020,0.0658176739397892,2020,0,0
Japan,electricity,hydro,hydro,2020,0.295985092305874,2020,0,0
Mexico,electricity,hydro,hydro,2020,0.132250042942654,2020,0,0
Middle East,electricity,hydro,hydro,2020,0.108685068621415,2020,0,0
Pakistan,electricity,hydro,hydro,2020,0.120874571600539,2020,0,0
Russia,electricity,hydro,hydro,2020,0.685584793619435,2020,0,0
South Africa,electricity,hydro,hydro,2020,0.00804702682696957,2020,0,0
South America_Northern,electricity,hydro,hydro,2020,0.277797173143152,2020,0,0
South America_Southern,electricity,hydro,hydro,2020,0.485745984165472,2020,0,0
South Asia,electricity,hydro,hydro,2020,0.0832370973774198,2020,0,0
South Korea,electricity,hydro,hydro,2020,0.0170290413523516,2020,0,0
Southeast Asia,electricity,hydro,hydro,2020,0.278812840948972,2020,0,0
Taiwan,electricity,hydro,hydro,2020,0.0157965,2020,0,0
Argentina,electricity,hydro,hydro,2020,0.125509753266383,2020,0,0
Colombia,electricity,hydro,hydro,2020,0.16004095759587,2020,0,0
USA,electricity,hydro,hydro,2025,0.991717308645449,2025,0,0
Africa_Eastern,electricity,hydro,hydro,2025,0.10662679748719,2025,0,0
Africa_Northern,electricity,hydro,hydro,2025,0.0694468398101719,2025,0,0
Africa_Southern,electricity,hydro,hydro,2025,0.171033443129803,2025,0,0
Africa_Western,electricity,hydro,hydro,2025,0.191920160148001,2025,0,0
Australia_NZ,electricity,hydro,hydro,2025,0.152969703388144,2025,0,0
Brazil,electricity,hydro,hydro,2025,1.56982560406946,2025,0,0
Canada,electricity,hydro,hydro,2025,1.4278871670942,2025,0,0
Central America and Caribbean,electricity,hydro,hydro,2025,0.0943804511252463,2025,0,0
Central Asia,electricity,hydro,hydro,2025,0.279193713777453,2025,0,0
China,electricity,hydro,hydro,2025,2.81811838401309,2025,0,0
EU-12,electricity,hydro,hydro,2025,0.160964554693781,2025,0,0
EU-15,electricity,hydro,hydro,2025,1.14236969536366,2025,0,0
Europe_Eastern,electricity,hydro,hydro,2025,0.0521063227606007,2025,0,0
Europe_Non_EU,electricity,hydro,hydro,2025,0.302719534681043,2025,0,0
European Free Trade Association,electricity,hydro,hydro,2025,0.561418998536035,2025,0,0
India,electricity,hydro,hydro,2025,0.530975618864696,2025,0,0
Indonesia,electricity,hydro,hydro,2025,0.0669272173480888,2025,0,0
Japan,electricity,hydro,hydro,2025,0.295855561741058,2025,0,0
Mexico,electricity,hydro,hydro,2025,0.131588020687737,2025,0,0
Middle East,electricity,hydro,hydro,2025,0.131295036054208,2025,0,0
Pakistan,electricity,hydro,hydro,2025,0.123801454953185,2025,0,0
Russia,electricity,hydro,hydro,2025,0.72904612800586,2025,0,0
South Africa,electricity,hydro,hydro,2025,0.00821747475460175,2025,0,0
South America_Northern,electricity,hydro,hydro,2025,0.276964866180944,2025,0,0
South America_Southern,electricity,hydro,hydro,2025,0.521044806821571,2025,0,0
South Asia,electricity,hydro,hydro,2025,0.0902935488015496,2025,0,0
South Korea,electricity,hydro,hydro,2025,0.0189898198287111,2025,0,0
Southeast Asia,electricity,hydro,hydro,2025,0.291252218847338,2025,0,0
Taiwan,electricity,hydro,hydro,2025,0.0161456,2025,0,0
Argentina,electricity,hydro,hydro,2025,0.127669313772799,2025,0,0
Colombia,electricity,hydro,hydro,2025,0.16727267909972,2025,0,0
USA,electricity,hydro,hydro,2030,1.0080845998993,2030,0,0
Africa_Eastern,electricity,hydro,hydro,2030,0.125001271012679,2030,0,0
Africa_Northern,electricity,hydro,hydro,2030,0.0725234490711377,2030,0,0
Africa_Southern,electricity,hydro,hydro,2030,0.180151401908761,2030,0,0
Africa_Western,electricity,hydro,hydro,2030,0.218081249706882,2030,0,0
Australia_NZ,electricity,hydro,hydro,2030,0.159450565190769,2030,0,0
Brazil,electricity,hydro,hydro,2030,1.60689131463655,2030,0,0
Canada,electricity,hydro,hydro,2030,1.48225988307785,2030,0,0
Central America and Caribbean,electricity,hydro,hydro,2030,0.0972678409911993,2030,0,0
Central Asia,electricity,hydro,hydro,2030,0.300029696027151,2030,0,0
China,electricity,hydro,hydro,2030,2.8965440138554,2030,0,0
EU-12,electricity,hydro,hydro,2030,0.161319957418621,2030,0,0
EU-15,electricity,hydro,hydro,2030,1.13468717936803,2030,0,0
Europe_Eastern,electricity,hydro,hydro,2030,0.0538130249212711,2030,0,0
Europe_Non_EU,electricity,hydro,hydro,2030,0.291818141113521,2030,0,0
European Free Trade Association,electricity,hydro,hydro,2030,0.548475224436501,2030,0,0
India,electricity,hydro,hydro,2030,0.571028268745157,2030,0,0
Indonesia,electricity,hydro,hydro,2030,0.0680026721787957,2030,0,0
Japan,electricity,hydro,hydro,2030,0.295666744681633,2030,0,0
Mexico,electricity,hydro,hydro,2030,0.130998163895598,2030,0,0
Middle East,electricity,hydro,hydro,2030,0.153997419394373,2030,0,0
Pakistan,electricity,hydro,hydro,2030,0.126597950242749,2030,0,0
Russia,electricity,hydro,hydro,2030,0.772621907479087,2030,0,0
South Africa,electricity,hydro,hydro,2030,0.00838823568597437,2030,0,0
South America_Northern,electricity,hydro,hydro,2030,0.276467599405243,2030,0,0
South America_Southern,electricity,hydro,hydro,2030,0.556245360282343,2030,0,0
South Asia,electricity,hydro,hydro,2030,0.0979993311751534,2030,0,0
South Korea,electricity,hydro,hydro,2030,0.021016320758227,2030,0,0
Southeast Asia,electricity,hydro,hydro,2030,0.303597093846082,2030,0,0
Taiwan,electricity,hydro,hydro,2030,0.0164946,2030,0,0
Argentina,electricity,hydro,hydro,2030,0.129779369674662,2030,0,0
Colombia,electricity,hydro,hydro,2030,0.174588638109283,2030,0,0
USA,electricity,hydro,hydro,2035,1.02390960993144,2035,0,0
Africa_Eastern,electricity,hydro,hydro,2035,0.143903707485524,2035,0,0
Africa_Northern,electricity,hydro,hydro,2035,0.0756130978352969,2035,0,0
Africa_Southern,electricity,hydro,hydro,2035,0.189307718298761,2035,0,0
Africa_Western,electricity,hydro,hydro,2035,0.24432896186529,2035,0,0
Australia_NZ,electricity,hydro,hydro,2035,0.166009080561871,2035,0,0
Brazil,electricity,hydro,hydro,2035,1.64284442286422,2035,0,0
Canada,electricity,hydro,hydro,2035,1.53629391377909,2035,0,0
Central America and Caribbean,electricity,hydro,hydro,2035,0.100129815669438,2035,0,0
Central Asia,electricity,hydro,hydro,2035,0.321008085001832,2035,0,0
China,electricity,hydro,hydro,2035,2.97563671576233,2035,0,0
EU-12,electricity,hydro,hydro,2035,0.161616854666678,2035,0,0
EU-15,electricity,hydro,hydro,2035,1.12659127574879,2035,0,0
Europe_Eastern,electricity,hydro,hydro,2035,0.0556110526745003,2035,0,0
Europe_Non_EU,electricity,hydro,hydro,2035,0.280738728942326,2035,0,0
European Free Trade Association,electricity,hydro,hydro,2035,0.535293236727657,2035,0,0
India,electricity,hydro,hydro,2035,0.611139903861237,2035,0,0
Indonesia,electricity,hydro,hydro,2035,0.0691106950848945,2035,0,0
Japan,electricity,hydro,hydro,2035,0.295404193823813,2035,0,0
Mexico,electricity,hydro,hydro,2035,0.130475054900425,2035,0,0
Middle East,electricity,hydro,hydro,2035,0.176665117677545,2035,0,0
Pakistan,electricity,hydro,hydro,2035,0.129252287915541,2035,0,0
Russia,electricity,hydro,hydro,2035,0.816225172196952,2035,0,0
South Africa,electricity,hydro,hydro,2035,0.00856177540989247,2035,0,0
South America_Northern,electricity,hydro,hydro,2035,0.276096321456273,2035,0,0
South America_Southern,electricity,hydro,hydro,2035,0.591021623327722,2035,0,0
South Asia,electricity,hydro,hydro,2035,0.10624127869788,2035,0,0
South Korea,electricity,hydro,hydro,2035,0.0230947962176613,2035,0,0
Southeast Asia,electricity,hydro,hydro,2035,0.315729504167308,2035,0,0
Taiwan,electricity,hydro,hydro,2035,0.0168437,2035,0,0
Argentina,electricity,hydro,hydro,2035,0.131845615714141,2035,0,0
Colombia,electricity,hydro,hydro,2035,0.181844704560765,2035,0,0
USA,electricity,hydro,hydro,2040,1.03330316043738,2040,0,0
Africa_Eastern,electricity,hydro,hydro,2040,0.181089877515291,2040,0,0
Africa_Northern,electricity,hydro,hydro,2040,0.081670944225656,2040,0,0
Africa_Southern,electricity,hydro,hydro,2040,0.20698937055897,2040,0,0
Africa_Western,electricity,hydro,hydro,2040,0.296308188630329,2040,0,0
Australia_NZ,electricity,hydro,hydro,2040,0.174209269350881,2040,0,0
Brazil,electricity,hydro,hydro,2040,1.69729828768228,2040,0,0
Canada,electricity,hydro,hydro,2040,1.5737069996224,2040,0,0
Central America and Caribbean,electricity,hydro,hydro,2040,0.105613167270799,2040,0,0
Central Asia,electricity,hydro,hydro,2040,0.344306887241983,2040,0,0
China,electricity,hydro,hydro,2040,3.1122246609305,2040,0,0
EU-12,electricity,hydro,hydro,2040,0.167902374006073,2040,0,0
EU-15,electricity,hydro,hydro,2040,1.13549601171711,2040,0,0
Europe_Eastern,electricity,hydro,hydro,2040,0.0575112947961875,2040,0,0
Europe_Non_EU,electricity,hydro,hydro,2040,0.2978286936024,2040,0,0
European Free Trade Association,electricity,hydro,hydro,2040,0.542086272840213,2040,0,0
India,electricity,hydro,hydro,2040,0.679294911310145,2040,0,0
Indonesia,electricity,hydro,hydro,2040,0.0717058396605261,2040,0,0
Japan,electricity,hydro,hydro,2040,0.299291593776501,2040,0,0
Mexico,electricity,hydro,hydro,2040,0.130065825917166,2040,0,0
Middle East,electricity,hydro,hydro,2040,0.209708483705749,2040,0,0
Pakistan,electricity,hydro,hydro,2040,0.13810362622807,2040,0,0
Russia,electricity,hydro,hydro,2040,0.864086221494302,2040,0,0
South Africa,electricity,hydro,hydro,2040,0.00893098330709594,2040,0,0
South America_Northern,electricity,hydro,hydro,2040,0.278124481732897,2040,0,0
South America_Southern,electricity,hydro,hydro,2040,0.650262271535048,2040,0,0
South Asia,electricity,hydro,hydro,2040,0.124359571497543,2040,0,0
South Korea,electricity,hydro,hydro,2040,0.0265067550809724,2040,0,0
Southeast Asia,electricity,hydro,hydro,2040,0.347520940398562,2040,0,0
Taiwan,electricity,hydro,hydro,2040,0.0178996,2040,0,0
Argentina,electricity,hydro,hydro,2040,0.136031774304958,2040,0,0
Colombia,electricity,hydro,hydro,2040,0.194076062230425,2040,0,0
USA,electricity,hydro,hydro,2045,1.04183118333678,2045,0,0
Africa_Eastern,electricity,hydro,hydro,2045,0.219434214275546,2045,0,0
Africa_Northern,electricity,hydro,hydro,2045,0.0877470146396555,2045,0,0
Africa_Southern,electricity,hydro,hydro,2045,0.224699860526598,2045,0,0
Africa_Western,electricity,hydro,hydro,2045,0.348352036235392,2045,0,0
Australia_NZ,electricity,hydro,hydro,2045,0.182631597131562,2045,0,0
Brazil,electricity,hydro,hydro,2045,1.75233255247149,2045,0,0
Canada,electricity,hydro,hydro,2045,1.61001012886607,2045,0,0
Central America and Caribbean,electricity,hydro,hydro,2045,0.110991746803047,2045,0,0
Central Asia,electricity,hydro,hydro,2045,0.367641371623521,2045,0,0
China,electricity,hydro,hydro,2045,3.24796407820558,2045,0,0
EU-12,electricity,hydro,hydro,2045,0.174240453002768,2045,0,0
EU-15,electricity,hydro,hydro,2045,1.14465802052674,2045,0,0
Europe_Eastern,electricity,hydro,hydro,2045,0.0594440931786344,2045,0,0
Europe_Non_EU,electricity,hydro,hydro,2045,0.314901200175099,2045,0,0
European Free Trade Association,electricity,hydro,hydro,2045,0.548548634394186,2045,0,0
India,electricity,hydro,hydro,2045,0.747131731168823,2045,0,0
Indonesia,electricity,hydro,hydro,2045,0.0743418967109918,2045,0,0
Japan,electricity,hydro,hydro,2045,0.303089250317928,2045,0,0
Mexico,electricity,hydro,hydro,2045,0.129826714809804,2045,0,0
Middle East,electricity,hydro,hydro,2045,0.242574059840487,2045,0,0
Pakistan,electricity,hydro,hydro,2045,0.146749259624604,2045,0,0
Russia,electricity,hydro,hydro,2045,0.911771218499189,2045,0,0
South Africa,electricity,hydro,hydro,2045,0.00931551406626092,2045,0,0
South America_Northern,electricity,hydro,hydro,2045,0.280203298626038,2045,0,0
South America_Southern,electricity,hydro,hydro,2045,0.709237408545099,2045,0,0
South Asia,electricity,hydro,hydro,2045,0.143207302778895,2045,0,0
South Korea,electricity,hydro,hydro,2045,0.0299238766865694,2045,0,0
Southeast Asia,electricity,hydro,hydro,2045,0.378454907632124,2045,0,0
Taiwan,electricity,hydro,hydro,2045,0.0189556,2045,0,0
Argentina,electricity,hydro,hydro,2045,0.140169140777616,2045,0,0
Colombia,electricity,hydro,hydro,2045,0.206121003509883,2045,0,0
USA,electricity,hydro,hydro,2050,1.04845911093394,2050,0,0
Africa_Eastern,electricity,hydro,hydro,2050,0.259180040923167,2050,0,0
Africa_Northern,electricity,hydro,hydro,2050,0.0938450071930123,2050,0,0
Africa_Southern,electricity,hydro,hydro,2050,0.242296416589972,2050,0,0
Africa_Western,electricity,hydro,hydro,2050,0.400906705571908,2050,0,0
Australia_NZ,electricity,hydro,hydro,2050,0.191160707828548,2050,0,0
Brazil,electricity,hydro,hydro,2050,1.80941902480029,2050,0,0
Canada,electricity,hydro,hydro,2050,1.64450898852776,2050,0,0
Central America and Caribbean,electricity,hydro,hydro,2050,0.116428690623537,2050,0,0
Central Asia,electricity,hydro,hydro,2050,0.390740468972886,2050,0,0
China,electricity,hydro,hydro,2050,3.38130399732387,2050,0,0
EU-12,electricity,hydro,hydro,2050,0.180676527965077,2050,0,0
EU-15,electricity,hydro,hydro,2050,1.15410199201099,2050,0,0
Europe_Eastern,electricity,hydro,hydro,2050,0.0614246075607807,2050,0,0
Europe_Non_EU,electricity,hydro,hydro,2050,0.331854832142131,2050,0,0
European Free Trade Association,electricity,hydro,hydro,2050,0.554555658759056,2050,0,0
India,electricity,hydro,hydro,2050,0.815286056626576,2050,0,0
Indonesia,electricity,hydro,hydro,2050,0.0771389820269088,2050,0,0
Japan,electricity,hydro,hydro,2050,0.306729482596367,2050,0,0
Mexico,electricity,hydro,hydro,2050,0.12990726727592,2050,0,0
Middle East,electricity,hydro,hydro,2050,0.274927832307828,2050,0,0
Pakistan,electricity,hydro,hydro,2050,0.15539764591002,2050,0,0
Russia,electricity,hydro,hydro,2050,0.958897512178287,2050,0,0
South Africa,electricity,hydro,hydro,2050,0.00970766990663978,2050,0,0
South America_Northern,electricity,hydro,hydro,2050,0.283475503139167,2050,0,0
South America_Southern,electricity,hydro,hydro,2050,0.76843076962582,2050,0,0
South Asia,electricity,hydro,hydro,2050,0.162493371952545,2050,0,0
South Korea,electricity,hydro,hydro,2050,0.0333060952433136,2050,0,0
Southeast Asia,electricity,hydro,hydro,2050,0.407788565574984,2050,0,0
Taiwan,electricity,hydro,hydro,2050,0.0200116,2050,0,0
Argentina,electricity,hydro,hydro,2050,0.144368263368963,2050,0,0
Colombia,electricity,hydro,hydro,2050,0.218318351865408,2050,0,0
USA,electricity,hydro,hydro,2055,1.0550633897919,2055,0,0
Africa_Eastern,electricity,hydro,hydro,2055,0.299900371978049,2055,0,0
Africa_Northern,electricity,hydro,hydro,2055,0.0999527176309095,2055,0,0
Africa_Southern,electricity,hydro,hydro,2055,0.259927422470989,2055,0,0
Africa_Western,electricity,hydro,hydro,2055,0.45363785138176,2055,0,0
Australia_NZ,electricity,hydro,hydro,2055,0.199731000126694,2055,0,0
