# ../water-data/level1//L103.water_mapping_R_GLU_B_W_Ws_share.csv
# Written by L103.water.basin_mapping.R
# Wed Mar 28 06:29:51 2018
# " water mapping by region / GLU / water type / water sector to basin "
# " Unit = share "
"GCAM_region_ID","GLU","basin.id","water_type","water.sector","share"
11,66,66,"water consumption","Irrigation",1
29,66,66,"water consumption","Irrigation",1
13,67,67,"water consumption","Irrigation",1
10,68,68,"water consumption","Irrigation",1
11,68,68,"water consumption","Irrigation",1
13,69,69,"water consumption","Irrigation",1
10,70,70,"water consumption","Irrigation",1
15,70,70,"water consumption","Irrigation",1
23,70,70,"water consumption","Irrigation",1
13,71,71,"water consumption","Irrigation",1
10,72,72,"water consumption","Irrigation",1
15,72,72,"water consumption","Irrigation",1
21,72,72,"water consumption","Irrigation",1
23,72,72,"water consumption","Irrigation",1
13,73,73,"water consumption","Irrigation",1
13,74,74,"water consumption","Irrigation",1
3,75,75,"water consumption","Irrigation",1
12,75,75,"water consumption","Irrigation",1
15,75,75,"water consumption","Irrigation",1
21,75,75,"water consumption","Irrigation",1
10,76,76,"water consumption","Irrigation",1
11,76,76,"water consumption","Irrigation",1
23,76,76,"water consumption","Irrigation",1
11,77,77,"water consumption","Irrigation",1
11,78,78,"water consumption","Irrigation",1
11,79,79,"water consumption","Irrigation",1
3,80,80,"water consumption","Irrigation",1
13,81,81,"water consumption","Irrigation",1
21,82,82,"water consumption","Irrigation",1
13,83,83,"water consumption","Irrigation",1
15,84,84,"water consumption","Irrigation",1
21,84,84,"water consumption","Irrigation",1
10,85,85,"water consumption","Irrigation",1
11,85,85,"water consumption","Irrigation",1
22,85,85,"water consumption","Irrigation",1
3,86,86,"water consumption","Irrigation",1
5,86,86,"water consumption","Irrigation",1
2,87,87,"water consumption","Irrigation",1
3,87,87,"water consumption","Irrigation",1
4,87,87,"water consumption","Irrigation",1
5,87,87,"water consumption","Irrigation",1
21,88,88,"water consumption","Irrigation",1
11,89,89,"water consumption","Irrigation",1
17,89,89,"water consumption","Irrigation",1
22,89,89,"water consumption","Irrigation",1
27,89,89,"water consumption","Irrigation",1
21,90,90,"water consumption","Irrigation",1
27,90,90,"water consumption","Irrigation",1
20,91,91,"water consumption","Irrigation",1
11,92,92,"water consumption","Irrigation",1
21,93,93,"water consumption","Irrigation",1
21,94,94,"water consumption","Irrigation",1
3,95,95,"water consumption","Irrigation",1
21,95,95,"water consumption","Irrigation",1
1,96,96,"water consumption","Irrigation",1
20,96,96,"water consumption","Irrigation",1
21,97,97,"water consumption","Irrigation",1
22,97,97,"water consumption","Irrigation",1
27,97,97,"water consumption","Irrigation",1
3,98,98,"water consumption","Irrigation",1
21,98,98,"water consumption","Irrigation",1
15,99,99,"water consumption","Irrigation",1
21,99,99,"water consumption","Irrigation",1
2,100,100,"water consumption","Irrigation",1
3,100,100,"water consumption","Irrigation",1
21,100,100,"water consumption","Irrigation",1
1,101,101,"water consumption","Irrigation",1
9,101,101,"water consumption","Irrigation",1
21,102,102,"water consumption","Irrigation",1
22,102,102,"water consumption","Irrigation",1
27,102,102,"water consumption","Irrigation",1
11,103,103,"water consumption","Irrigation",1
19,103,103,"water consumption","Irrigation",1
21,104,104,"water consumption","Irrigation",1
22,104,104,"water consumption","Irrigation",1
20,105,105,"water consumption","Irrigation",1
11,106,106,"water consumption","Irrigation",1
17,107,107,"water consumption","Irrigation",1
22,107,107,"water consumption","Irrigation",1
11,108,108,"water consumption","Irrigation",1
29,108,108,"water consumption","Irrigation",1
11,109,109,"water consumption","Irrigation",1
29,109,109,"water consumption","Irrigation",1
11,110,110,"water consumption","Irrigation",1
17,110,110,"water consumption","Irrigation",1
27,110,110,"water consumption","Irrigation",1
29,110,110,"water consumption","Irrigation",1
9,111,111,"water consumption","Irrigation",1
20,111,111,"water consumption","Irrigation",1
11,112,112,"water consumption","Irrigation",1
29,112,112,"water consumption","Irrigation",1
17,113,113,"water consumption","Irrigation",1
20,114,114,"water consumption","Irrigation",1
20,115,115,"water consumption","Irrigation",1
17,116,116,"water consumption","Irrigation",1
27,116,116,"water consumption","Irrigation",1
29,116,116,"water consumption","Irrigation",1
17,117,117,"water consumption","Irrigation",1
17,118,118,"water consumption","Irrigation",1
29,119,119,"water consumption","Irrigation",1
17,120,120,"water consumption","Irrigation",1
17,122,122,"water consumption","Irrigation",1
17,123,123,"water consumption","Irrigation",1
11,124,124,"water consumption","Irrigation",1
11,125,125,"water consumption","Irrigation",1
29,125,125,"water consumption","Irrigation",1
29,126,126,"water consumption","Irrigation",1
11,127,127,"water consumption","Irrigation",1
29,127,127,"water consumption","Irrigation",1
17,128,128,"water consumption","Irrigation",1
17,129,129,"water consumption","Irrigation",1
20,130,130,"water consumption","Irrigation",1
20,131,131,"water consumption","Irrigation",1
20,132,132,"water consumption","Irrigation",1
9,133,133,"water consumption","Irrigation",1
20,133,133,"water consumption","Irrigation",1
20,134,134,"water consumption","Irrigation",1
9,135,135,"water consumption","Irrigation",1
20,135,135,"water consumption","Irrigation",1
20,136,136,"water consumption","Irrigation",1
11,137,137,"water consumption","Irrigation",1
17,137,137,"water consumption","Irrigation",1
29,137,137,"water consumption","Irrigation",1
29,138,138,"water consumption","Irrigation",1
29,139,139,"water consumption","Irrigation",1
17,140,140,"water consumption","Irrigation",1
5,142,142,"water consumption","Irrigation",1
9,143,143,"water consumption","Irrigation",1
25,143,143,"water consumption","Irrigation",1
32,143,143,"water consumption","Irrigation",1
2,144,144,"water consumption","Irrigation",1
3,144,144,"water consumption","Irrigation",1
5,144,144,"water consumption","Irrigation",1
17,145,145,"water consumption","Irrigation",1
29,146,146,"water consumption","Irrigation",1
17,147,147,"water consumption","Irrigation",1
29,148,148,"water consumption","Irrigation",1
3,149,149,"water consumption","Irrigation",1
5,149,149,"water consumption","Irrigation",1
2,151,151,"water consumption","Irrigation",1
3,151,151,"water consumption","Irrigation",1
5,151,151,"water consumption","Irrigation",1
5,152,152,"water consumption","Irrigation",1
17,153,153,"water consumption","Irrigation",1
27,154,154,"water consumption","Irrigation",1
17,155,155,"water consumption","Irrigation",1
7,156,156,"water consumption","Irrigation",1
25,156,156,"water consumption","Irrigation",1
32,156,156,"water consumption","Irrigation",1
9,157,157,"water consumption","Irrigation",1
26,157,157,"water consumption","Irrigation",1
32,157,157,"water consumption","Irrigation",1
18,158,158,"water consumption","Irrigation",1
29,158,158,"water consumption","Irrigation",1
18,159,159,"water consumption","Irrigation",1
29,159,159,"water consumption","Irrigation",1
5,160,160,"water consumption","Irrigation",1
7,161,161,"water consumption","Irrigation",1
25,161,161,"water consumption","Irrigation",1
4,162,162,"water consumption","Irrigation",1
5,162,162,"water consumption","Irrigation",1
18,163,163,"water consumption","Irrigation",1
18,164,164,"water consumption","Irrigation",1
18,165,165,"water consumption","Irrigation",1
29,165,165,"water consumption","Irrigation",1
25,166,166,"water consumption","Irrigation",1
32,166,166,"water consumption","Irrigation",1
18,167,167,"water consumption","Irrigation",1
29,167,167,"water consumption","Irrigation",1
7,168,168,"water consumption","Irrigation",1
25,168,168,"water consumption","Irrigation",1
26,168,168,"water consumption","Irrigation",1
32,168,168,"water consumption","Irrigation",1
26,169,169,"water consumption","Irrigation",1
31,169,169,"water consumption","Irrigation",1
2,170,170,"water consumption","Irrigation",1
2,171,171,"water consumption","Irrigation",1
4,171,171,"water consumption","Irrigation",1
7,172,172,"water consumption","Irrigation",1
29,173,173,"water consumption","Irrigation",1
7,174,174,"water consumption","Irrigation",1
18,175,175,"water consumption","Irrigation",1
29,175,175,"water consumption","Irrigation",1
2,177,177,"water consumption","Irrigation",1
18,178,178,"water consumption","Irrigation",1
29,178,178,"water consumption","Irrigation",1
2,179,179,"water consumption","Irrigation",1
4,179,179,"water consumption","Irrigation",1
26,180,180,"water consumption","Irrigation",1
18,181,181,"water consumption","Irrigation",1
29,181,181,"water consumption","Irrigation",1
4,182,182,"water consumption","Irrigation",1
2,183,183,"water consumption","Irrigation",1
4,183,183,"water consumption","Irrigation",1
5,183,183,"water consumption","Irrigation",1
6,184,184,"water consumption","Irrigation",1
29,185,185,"water consumption","Irrigation",1
7,186,186,"water consumption","Irrigation",1
7,187,187,"water consumption","Irrigation",1
4,188,188,"water consumption","Irrigation",1
5,188,188,"water consumption","Irrigation",1
6,189,189,"water consumption","Irrigation",1
4,190,190,"water consumption","Irrigation",1
6,191,191,"water consumption","Irrigation",1
7,192,192,"water consumption","Irrigation",1
6,193,193,"water consumption","Irrigation",1
4,194,194,"water consumption","Irrigation",1
24,194,194,"water consumption","Irrigation",1
7,195,195,"water consumption","Irrigation",1
26,195,195,"water consumption","Irrigation",1
4,196,196,"water consumption","Irrigation",1
24,196,196,"water consumption","Irrigation",1
4,197,197,"water consumption","Irrigation",1
4,198,198,"water consumption","Irrigation",1
24,198,198,"water consumption","Irrigation",1
4,199,199,"water consumption","Irrigation",1
24,199,199,"water consumption","Irrigation",1
26,200,200,"water consumption","Irrigation",1
31,200,200,"water consumption","Irrigation",1
6,201,201,"water consumption","Irrigation",1
6,202,202,"water consumption","Irrigation",1
31,203,203,"water consumption","Irrigation",1
24,204,204,"water consumption","Irrigation",1
26,205,205,"water consumption","Irrigation",1
31,205,205,"water consumption","Irrigation",1
7,206,206,"water consumption","Irrigation",1
26,206,206,"water consumption","Irrigation",1
31,206,206,"water consumption","Irrigation",1
26,207,207,"water consumption","Irrigation",1
31,207,207,"water consumption","Irrigation",1
6,208,208,"water consumption","Irrigation",1
31,209,209,"water consumption","Irrigation",1
31,210,210,"water consumption","Irrigation",1
6,211,211,"water consumption","Irrigation",1
26,212,212,"water consumption","Irrigation",1
31,212,212,"water consumption","Irrigation",1
26,213,213,"water consumption","Irrigation",1
31,213,213,"water consumption","Irrigation",1
31,214,214,"water consumption","Irrigation",1
26,215,215,"water consumption","Irrigation",1
31,215,215,"water consumption","Irrigation",1
1,217,217,"water consumption","Irrigation",1
20,217,217,"water consumption","Irrigation",1
1,218,218,"water consumption","Irrigation",1
1,219,219,"water consumption","Irrigation",1
1,220,220,"water consumption","Irrigation",1
1,221,221,"water consumption","Irrigation",1
20,221,221,"water consumption","Irrigation",1
1,222,222,"water consumption","Irrigation",1
1,223,223,"water consumption","Irrigation",1
8,223,223,"water consumption","Irrigation",1
1,224,224,"water consumption","Irrigation",1
1,225,225,"water consumption","Irrigation",1
1,226,226,"water consumption","Irrigation",1
1,227,227,"water consumption","Irrigation",1
8,227,227,"water consumption","Irrigation",1
1,228,228,"water consumption","Irrigation",1
1,229,229,"water consumption","Irrigation",1
8,229,229,"water consumption","Irrigation",1
1,230,230,"water consumption","Irrigation",1
1,231,231,"water consumption","Irrigation",1
20,231,231,"water consumption","Irrigation",1
1,232,232,"water consumption","Irrigation",1
8,232,232,"water consumption","Irrigation",1
1,233,233,"water consumption","Irrigation",1
17,235,235,"water consumption","Irrigation",1
13,1,1,"water withdrawals","Irrigation",1
23,1,1,"water withdrawals","Irrigation",1
8,2,2,"water withdrawals","Irrigation",1
23,3,3,"water withdrawals","Irrigation",1
23,4,4,"water withdrawals","Irrigation",1
23,5,5,"water withdrawals","Irrigation",1
23,6,6,"water withdrawals","Irrigation",1
1,7,7,"water withdrawals","Irrigation",1
8,7,7,"water withdrawals","Irrigation",1
13,8,8,"water withdrawals","Irrigation",1
16,8,8,"water withdrawals","Irrigation",1
23,8,8,"water withdrawals","Irrigation",1
23,9,9,"water withdrawals","Irrigation",1
8,10,10,"water withdrawals","Irrigation",1
16,11,11,"water withdrawals","Irrigation",1
13,12,12,"water withdrawals","Irrigation",1
16,12,12,"water withdrawals","Irrigation",1
13,13,13,"water withdrawals","Irrigation",1
23,13,13,"water withdrawals","Irrigation",1
23,14,14,"water withdrawals","Irrigation",1
8,15,15,"water withdrawals","Irrigation",1
13,16,16,"water withdrawals","Irrigation",1
13,17,17,"water withdrawals","Irrigation",1
14,17,17,"water withdrawals","Irrigation",1
23,17,17,"water withdrawals","Irrigation",1
10,18,18,"water withdrawals","Irrigation",1
23,18,18,"water withdrawals","Irrigation",1
8,19,19,"water withdrawals","Irrigation",1
12,20,20,"water withdrawals","Irrigation",1
23,20,20,"water withdrawals","Irrigation",1
12,21,21,"water withdrawals","Irrigation",1
13,21,21,"water withdrawals","Irrigation",1
12,22,22,"water withdrawals","Irrigation",1
23,22,22,"water withdrawals","Irrigation",1
1,23,23,"water withdrawals","Irrigation",1
8,23,23,"water withdrawals","Irrigation",1
13,24,24,"water withdrawals","Irrigation",1
12,25,25,"water withdrawals","Irrigation",1
14,25,25,"water withdrawals","Irrigation",1
23,25,25,"water withdrawals","Irrigation",1
13,26,26,"water withdrawals","Irrigation",1
1,27,27,"water withdrawals","Irrigation",1
8,27,27,"water withdrawals","Irrigation",1
13,28,28,"water withdrawals","Irrigation",1
12,29,29,"water withdrawals","Irrigation",1
13,29,29,"water withdrawals","Irrigation",1
12,30,30,"water withdrawals","Irrigation",1
14,30,30,"water withdrawals","Irrigation",1
12,31,31,"water withdrawals","Irrigation",1
13,31,31,"water withdrawals","Irrigation",1
13,32,32,"water withdrawals","Irrigation",1
16,32,32,"water withdrawals","Irrigation",1
12,33,33,"water withdrawals","Irrigation",1
23,33,33,"water withdrawals","Irrigation",1
8,34,34,"water withdrawals","Irrigation",1
12,35,35,"water withdrawals","Irrigation",1
14,35,35,"water withdrawals","Irrigation",1
23,35,35,"water withdrawals","Irrigation",1
13,36,36,"water withdrawals","Irrigation",1
11,37,37,"water withdrawals","Irrigation",1
23,37,37,"water withdrawals","Irrigation",1
29,37,37,"water withdrawals","Irrigation",1
10,38,38,"water withdrawals","Irrigation",1
23,38,38,"water withdrawals","Irrigation",1
14,39,39,"water withdrawals","Irrigation",1
23,39,39,"water withdrawals","Irrigation",1
8,40,40,"water withdrawals","Irrigation",1
13,41,41,"water withdrawals","Irrigation",1
10,42,42,"water withdrawals","Irrigation",1
11,42,42,"water withdrawals","Irrigation",1
23,42,42,"water withdrawals","Irrigation",1
10,43,43,"water withdrawals","Irrigation",1
11,43,43,"water withdrawals","Irrigation",1
23,43,43,"water withdrawals","Irrigation",1
13,44,44,"water withdrawals","Irrigation",1
10,45,45,"water withdrawals","Irrigation",1
23,45,45,"water withdrawals","Irrigation",1
13,46,46,"water withdrawals","Irrigation",1
10,47,47,"water withdrawals","Irrigation",1
14,47,47,"water withdrawals","Irrigation",1
23,47,47,"water withdrawals","Irrigation",1
10,48,48,"water withdrawals","Irrigation",1
23,48,48,"water withdrawals","Irrigation",1
12,49,49,"water withdrawals","Irrigation",1
14,49,49,"water withdrawals","Irrigation",1
13,50,50,"water withdrawals","Irrigation",1
19,51,51,"water withdrawals","Irrigation",1
10,52,52,"water withdrawals","Irrigation",1
21,52,52,"water withdrawals","Irrigation",1
27,52,52,"water withdrawals","Irrigation",1
14,53,53,"water withdrawals","Irrigation",1
23,53,53,"water withdrawals","Irrigation",1
12,54,54,"water withdrawals","Irrigation",1
13,54,54,"water withdrawals","Irrigation",1
14,54,54,"water withdrawals","Irrigation",1
15,54,54,"water withdrawals","Irrigation",1
16,54,54,"water withdrawals","Irrigation",1
12,55,55,"water withdrawals","Irrigation",1
13,55,55,"water withdrawals","Irrigation",1
15,55,55,"water withdrawals","Irrigation",1
10,56,56,"water withdrawals","Irrigation",1
11,56,56,"water withdrawals","Irrigation",1
23,56,56,"water withdrawals","Irrigation",1
13,57,57,"water withdrawals","Irrigation",1
16,57,57,"water withdrawals","Irrigation",1
10,58,58,"water withdrawals","Irrigation",1
11,58,58,"water withdrawals","Irrigation",1
22,58,58,"water withdrawals","Irrigation",1
27,58,58,"water withdrawals","Irrigation",1
13,59,59,"water withdrawals","Irrigation",1
13,60,60,"water withdrawals","Irrigation",1
13,61,61,"water withdrawals","Irrigation",1
13,62,62,"water withdrawals","Irrigation",1
16,62,62,"water withdrawals","Irrigation",1
13,63,63,"water withdrawals","Irrigation",1
13,64,64,"water withdrawals","Irrigation",1
28,65,65,"water withdrawals","Irrigation",1
29,65,65,"water withdrawals","Irrigation",1
11,66,66,"water withdrawals","Irrigation",1
29,66,66,"water withdrawals","Irrigation",1
13,67,67,"water withdrawals","Irrigation",1
10,68,68,"water withdrawals","Irrigation",1
11,68,68,"water withdrawals","Irrigation",1
13,69,69,"water withdrawals","Irrigation",1
10,70,70,"water withdrawals","Irrigation",1
15,70,70,"water withdrawals","Irrigation",1
23,70,70,"water withdrawals","Irrigation",1
13,71,71,"water withdrawals","Irrigation",1
10,72,72,"water withdrawals","Irrigation",1
15,72,72,"water withdrawals","Irrigation",1
21,72,72,"water withdrawals","Irrigation",1
23,72,72,"water withdrawals","Irrigation",1
13,73,73,"water withdrawals","Irrigation",1
13,74,74,"water withdrawals","Irrigation",1
3,75,75,"water withdrawals","Irrigation",1
12,75,75,"water withdrawals","Irrigation",1
15,75,75,"water withdrawals","Irrigation",1
21,75,75,"water withdrawals","Irrigation",1
10,76,76,"water withdrawals","Irrigation",1
11,76,76,"water withdrawals","Irrigation",1
23,76,76,"water withdrawals","Irrigation",1
11,77,77,"water withdrawals","Irrigation",1
11,78,78,"water withdrawals","Irrigation",1
11,79,79,"water withdrawals","Irrigation",1
3,80,80,"water withdrawals","Irrigation",1
13,81,81,"water withdrawals","Irrigation",1
21,82,82,"water withdrawals","Irrigation",1
13,83,83,"water withdrawals","Irrigation",1
15,84,84,"water withdrawals","Irrigation",1
21,84,84,"water withdrawals","Irrigation",1
10,85,85,"water withdrawals","Irrigation",1
11,85,85,"water withdrawals","Irrigation",1
22,85,85,"water withdrawals","Irrigation",1
3,86,86,"water withdrawals","Irrigation",1
5,86,86,"water withdrawals","Irrigation",1
2,87,87,"water withdrawals","Irrigation",1
3,87,87,"water withdrawals","Irrigation",1
4,87,87,"water withdrawals","Irrigation",1
5,87,87,"water withdrawals","Irrigation",1
21,88,88,"water withdrawals","Irrigation",1
11,89,89,"water withdrawals","Irrigation",1
17,89,89,"water withdrawals","Irrigation",1
22,89,89,"water withdrawals","Irrigation",1
27,89,89,"water withdrawals","Irrigation",1
21,90,90,"water withdrawals","Irrigation",1
27,90,90,"water withdrawals","Irrigation",1
20,91,91,"water withdrawals","Irrigation",1
11,92,92,"water withdrawals","Irrigation",1
21,93,93,"water withdrawals","Irrigation",1
21,94,94,"water withdrawals","Irrigation",1
3,95,95,"water withdrawals","Irrigation",1
21,95,95,"water withdrawals","Irrigation",1
1,96,96,"water withdrawals","Irrigation",1
20,96,96,"water withdrawals","Irrigation",1
21,97,97,"water withdrawals","Irrigation",1
22,97,97,"water withdrawals","Irrigation",1
27,97,97,"water withdrawals","Irrigation",1
3,98,98,"water withdrawals","Irrigation",1
21,98,98,"water withdrawals","Irrigation",1
15,99,99,"water withdrawals","Irrigation",1
21,99,99,"water withdrawals","Irrigation",1
2,100,100,"water withdrawals","Irrigation",1
3,100,100,"water withdrawals","Irrigation",1
21,100,100,"water withdrawals","Irrigation",1
1,101,101,"water withdrawals","Irrigation",1
9,101,101,"water withdrawals","Irrigation",1
21,102,102,"water withdrawals","Irrigation",1
22,102,102,"water withdrawals","Irrigation",1
27,102,102,"water withdrawals","Irrigation",1
11,103,103,"water withdrawals","Irrigation",1
19,103,103,"water withdrawals","Irrigation",1
21,104,104,"water withdrawals","Irrigation",1
22,104,104,"water withdrawals","Irrigation",1
20,105,105,"water withdrawals","Irrigation",1
11,106,106,"water withdrawals","Irrigation",1
17,107,107,"water withdrawals","Irrigation",1
22,107,107,"water withdrawals","Irrigation",1
11,108,108,"water withdrawals","Irrigation",1
29,108,108,"water withdrawals","Irrigation",1
11,109,109,"water withdrawals","Irrigation",1
29,109,109,"water withdrawals","Irrigation",1
11,110,110,"water withdrawals","Irrigation",1
17,110,110,"water withdrawals","Irrigation",1
27,110,110,"water withdrawals","Irrigation",1
29,110,110,"water withdrawals","Irrigation",1
9,111,111,"water withdrawals","Irrigation",1
20,111,111,"water withdrawals","Irrigation",1
11,112,112,"water withdrawals","Irrigation",1
29,112,112,"water withdrawals","Irrigation",1
17,113,113,"water withdrawals","Irrigation",1
20,114,114,"water withdrawals","Irrigation",1
20,115,115,"water withdrawals","Irrigation",1
17,116,116,"water withdrawals","Irrigation",1
27,116,116,"water withdrawals","Irrigation",1
29,116,116,"water withdrawals","Irrigation",1
17,117,117,"water withdrawals","Irrigation",1
17,118,118,"water withdrawals","Irrigation",1
29,119,119,"water withdrawals","Irrigation",1
17,120,120,"water withdrawals","Irrigation",1
17,122,122,"water withdrawals","Irrigation",1
17,123,123,"water withdrawals","Irrigation",1
11,124,124,"water withdrawals","Irrigation",1
11,125,125,"water withdrawals","Irrigation",1
29,125,125,"water withdrawals","Irrigation",1
29,126,126,"water withdrawals","Irrigation",1
11,127,127,"water withdrawals","Irrigation",1
29,127,127,"water withdrawals","Irrigation",1
17,128,128,"water withdrawals","Irrigation",1
17,129,129,"water withdrawals","Irrigation",1
20,130,130,"water withdrawals","Irrigation",1
20,131,131,"water withdrawals","Irrigation",1
20,132,132,"water withdrawals","Irrigation",1
9,133,133,"water withdrawals","Irrigation",1
20,133,133,"water withdrawals","Irrigation",1
20,134,134,"water withdrawals","Irrigation",1
9,135,135,"water withdrawals","Irrigation",1
20,135,135,"water withdrawals","Irrigation",1
20,136,136,"water withdrawals","Irrigation",1
11,137,137,"water withdrawals","Irrigation",1
17,137,137,"water withdrawals","Irrigation",1
29,137,137,"water withdrawals","Irrigation",1
29,138,138,"water withdrawals","Irrigation",1
29,139,139,"water withdrawals","Irrigation",1
17,140,140,"water withdrawals","Irrigation",1
5,142,142,"water withdrawals","Irrigation",1
9,143,143,"water withdrawals","Irrigation",1
25,143,143,"water withdrawals","Irrigation",1
32,143,143,"water withdrawals","Irrigation",1
2,144,144,"water withdrawals","Irrigation",1
3,144,144,"water withdrawals","Irrigation",1
5,144,144,"water withdrawals","Irrigation",1
17,145,145,"water withdrawals","Irrigation",1
29,146,146,"water withdrawals","Irrigation",1
17,147,147,"water withdrawals","Irrigation",1
29,148,148,"water withdrawals","Irrigation",1
3,149,149,"water withdrawals","Irrigation",1
5,149,149,"water withdrawals","Irrigation",1
2,151,151,"water withdrawals","Irrigation",1
3,151,151,"water withdrawals","Irrigation",1
5,151,151,"water withdrawals","Irrigation",1
5,152,152,"water withdrawals","Irrigation",1
17,153,153,"water withdrawals","Irrigation",1
27,154,154,"water withdrawals","Irrigation",1
17,155,155,"water withdrawals","Irrigation",1
7,156,156,"water withdrawals","Irrigation",1
25,156,156,"water withdrawals","Irrigation",1
32,156,156,"water withdrawals","Irrigation",1
9,157,157,"water withdrawals","Irrigation",1
26,157,157,"water withdrawals","Irrigation",1
32,157,157,"water withdrawals","Irrigation",1
18,158,158,"water withdrawals","Irrigation",1
29,158,158,"water withdrawals","Irrigation",1
18,159,159,"water withdrawals","Irrigation",1
29,159,159,"water withdrawals","Irrigation",1
